,sub,onset,offset,cat,tier
1349,33,967.381,967.655,(voc)*,Child_Voc
1350,33,983.929,985.009,(voc)*,Child_Voc
1351,33,985.656,986.036,(voc)*,Child_Voc
1352,33,986.382,986.669,(voc)*,Child_Voc
1353,33,987.121,987.641,(voc)*,Child_Voc
1354,33,993.954,994.634,(voc)*,Child_Voc
1355,33,998.109,998.536,(voc)*,Child_Voc
1356,33,1006.605,1007.488,(voc)*,Child_Voc
1357,33,1012.717,1012.917,(voc)*,Child_Voc
1358,33,1014.942,1015.57,(voc)*,Child_Voc
1359,33,1025.16,1026.193,(voc)*,Child_Voc
1360,33,1027.15,1027.978,(voc)*,Child_Voc
1361,33,1034.225,1034.897,(voc)*,Child_Voc
1362,33,1040.436,1041.264,(voc)*,Child_Voc
1363,33,1043.086,1043.675,(voc)*,Child_Voc
1364,33,1048.797,1049.625,(voc)*,Child_Voc
1365,33,1056.35,1056.706,(voc)*,Child_Voc
1366,33,1057.075,1057.836,(voc)*,Child_Voc
1367,33,1058.276,1059.209,(voc)*,Child_Voc
1368,33,1061.191,1062.291,(voc)*,Child_Voc
1369,33,1075.739,1076.467,(voc)*,Child_Voc
1370,33,1088.453,1088.775,(voc)*,Child_Voc
1371,33,1091.101,1092.151,(voc)*,Child_Voc
1372,33,1092.803,1093.509,(voc)*,Child_Voc
1373,33,1094.043,1095.316,(voc)*,Child_Voc
1374,33,1095.994,1097.294,(voc)*,Child_Voc
1375,33,1106.591,1107.057,(voc)*,Child_Voc
1376,33,1111.31,1112.494,(voc)*,Child_Voc
1377,33,1116.005,1117.2,(voc)*,Child_Voc
1378,33,1121.242,1121.503,(voc)*,Child_Voc
1379,33,1125.045,1125.745,(voc)*,Child_Voc
1380,33,1132.271,1133.027,(voc)*,Child_Voc
1381,33,1133.908,1134.397,(voc)*,Child_Voc
1382,33,1137.047,1138.114,(voc)*,Child_Voc
1383,33,1140.053,1140.892,(voc)*,Child_Voc
1384,33,1141.492,1142.986,(voc)*,Child_Voc
1385,33,1156.278,1156.689,(voc)*,Child_Voc
1386,33,1158.664,1159.325,(voc)*,Child_Voc
1387,33,1185.923,1186.768,(voc)*,Child_Voc
1388,33,1196.377,1197.193,(voc)*,Child_Voc
1389,33,600.043,739.385,toy,inf_touch
1390,33,741.4,756.176,toy,inf_touch
1391,33,764.998,765.401,toy,inf_touch
1392,33,767.484,768.153,toy,inf_touch
1393,33,770.684,773.392,toy,inf_touch
1394,33,776.937,777.749,toy,inf_touch
1395,33,779.41,784.824,toy,inf_touch
1396,33,785.171,785.415,toy,inf_touch
1397,33,785.746,785.8,toy,inf_touch
1398,33,789.192,806.175,toy,inf_touch
1399,33,807.599,818.202,toy,inf_touch
1400,33,827.669,833.426,toy,inf_touch
1401,33,844.584,849.908,toy,inf_touch
1402,33,879.775,883.973,toy,inf_touch
1403,33,884.255,884.944,toy,inf_touch
1404,33,891.094,893.162,toy,inf_touch
1405,33,896.067,899.067,toy,inf_touch
1406,33,901.703,902.906,toy,inf_touch
1407,33,907.257,910,toy,inf_touch
1408,33,913.009,914.581,toy,inf_touch
1409,33,915.535,916.278,toy,inf_touch
1410,33,920.738,921.968,toy,inf_touch
1411,33,922.373,922.792,toy,inf_touch
1412,33,923.196,925.264,toy,inf_touch
1413,33,930.966,935.094,toy,inf_touch
1414,33,937.567,973.093,toy,inf_touch
1415,33,976.012,976.953,toy,inf_touch
1416,33,980.34,1020.476,toy,inf_touch
1417,33,1026.678,1112.834,toy,inf_touch
1418,33,1133.026,1144.735,toy,inf_touch
1419,33,1146.568,1146.67,toy,inf_touch
1420,33,1150.842,1153.007,toy,inf_touch
1421,33,1158.942,1159.483,toy,inf_touch
1422,33,1159.831,1163.391,toy,inf_touch
1423,33,1168.954,1183.395,toy,inf_touch
1424,33,1186.717,1203.586,caregiver,inf_touch
1425,33,1208.199,1210.992,caregiver,inf_touch
1426,33,1232.836,1241.327,caregiver,inf_touch
1427,33,1256.075,1256.506,caregiver,inf_touch
1428,33,1256.913,1288.137,caregiver,inf_touch
1429,33,1289.903,1294.007,caregiver,inf_touch
1430,33,1300.937,1301.868,caregiver,inf_touch
1431,33,1309.407,1316.603,caregiver,inf_touch
1432,33,1317.713,1318.04,caregiver,inf_touch
1433,33,1318.238,1322.721,caregiver,inf_touch
1434,33,1323.073,1324.315,caregiver,inf_touch
1435,33,1324.905,1345.81,caregiver,inf_touch
1436,33,1350.636,1378.724,caregiver,inf_touch
1437,33,1387.128,1419.967,caregiver,inf_touch
1438,33,1421.321,1447.483,toy,inf_touch
1439,33,1448.042,1454.123,caregiver,inf_touch
1440,33,1455.773,1460.564,caregiver,inf_touch
1441,33,1461.125,1513.851,caregiver,inf_touch
1442,33,1522.095,1522.935,caregiver,inf_touch
1443,33,1556.407,1558.088,toy,inf_touch
1444,33,1558.472,1558.568,toy,inf_touch
1445,33,1563.431,1568.308,toy,inf_touch
1446,33,1569.673,1570.715,toy,inf_touch
1447,33,1580.147,1592.67,toy,inf_touch
1448,33,1593.153,1594.993,toy,inf_touch
1449,33,1596.097,1597.937,toy,inf_touch
1450,33,1598.798,1600.968,toy,inf_touch
1451,33,1601.372,1602.337,toy,inf_touch
1452,33,1604.084,1605.223,toy,inf_touch
1453,33,1605.626,1605.977,toy,inf_touch
1454,33,1606.32,1606.49,toy,inf_touch
1455,33,1606.777,1607.597,toy,inf_touch
1456,33,1619.16,1625.308,toy,inf_touch
1457,33,1625.822,1626.556,toy,inf_touch
1458,33,1626.881,1630.68,toy,inf_touch
1459,33,1639.016,1640.644,toy,inf_touch
1460,33,1646.053,1648.553,toy,inf_touch
1461,33,1649.654,1652.282,toy,inf_touch
1462,33,1652.68,1654.148,toy,inf_touch
1463,33,1654.54,1654.785,caregiver,inf_touch
1464,33,1656.013,1656.907,caregiver,inf_touch
1465,33,1658.457,1663.946,caregiver,inf_touch
1466,33,1664.919,1665.504,toy,inf_touch
1467,33,1667.665,1671.414,caregiver,inf_touch
1468,33,1680.356,1682.218,toy,inf_touch
1469,33,1721.976,1723.51,toy,inf_touch
1470,33,1723.846,1784.512,toy,inf_touch
1471,33,1784.729,1812.871,toy,inf_touch
1472,33,759.813,761.365,toy,inf_point
1473,33,1454.248,1455.602,toy,inf_point
1474,45,902.087,902.787,what do you see,Transcript
1475,45,904.174,906.45,lights are you still sleepy,Transcript
1476,45,908.288,909.158,lights,Transcript
1477,45,914.515,915.05,what else,Transcript
1478,45,917.072,917.537,water,Transcript
1479,45,920.227,921.721,and the sunshine,Transcript
1480,45,944.65,946.567,no you dont want to play with that,Transcript
1481,45,948.057,950.528,should we go go back and get the ball over there,Transcript
1482,45,953.256,954.603,do you wanna go back and get the ball,Transcript
1483,45,957.438,958.286,you wanna play patty cake,Transcript
1484,45,959.788,961.894,should we play patty cake do you wanna do that,Transcript
1485,45,963.161,968.652,patty cake go ahead go ahead patty cake patty cake patty cake patty cake,Transcript
1486,45,969.503,972.85,yeah can you do patty cake with mommys hands,Transcript
1487,45,976.398,977.527,wanna patty cake with mommy,Transcript
1488,45,980.98,982.456,good job with mommys,Transcript
1489,45,983.157,985.623,you dont wanna you think im asking you to come huh,Transcript
1490,45,986.265,987.447,do patty cake on mommys hand,Transcript
1491,45,990.783,992.983,yeah yeah patty cake,Transcript
1492,45,993.976,996.423,clap you hands clap your hands,Transcript
1493,45,997.035,997.799,thats good,Transcript
1494,45,999.07,1002.493,thats good mmhmm thats good,Transcript
1495,45,1006.886,1009.998,sleepies sleepies ,Transcript
1496,45,1013.414,1013.785,what,Transcript
1497,45,1030.679,1033.038,are ya done are ya done,Transcript
1498,45,1047.449,1048.064,you sleepy,Transcript
1499,45,1050.169,1053.187,hug me oh yeah you discovered it,Transcript
1500,45,1054.673,1055.584,yes you did,Transcript
1501,45,1056.948,1059.99,yes you did cant hide anything from you,Transcript
1502,45,1060.863,1062.557,lets see if you can go get the ball,Transcript
1503,45,1067.099,1067.258,here,Transcript
1504,45,1068.686,1069.962,im gonna get this again,Transcript
1505,45,1070.86,1071.23,ready,Transcript
1506,45,1072.757,1073.339,here we go,Transcript
1507,45,1075.598,1076.481,you do it ready,Transcript
1508,45,1079.42,1080.568,can you do it to mommy,Transcript
1509,45,1081.994,1083.135,this way ready,Transcript
1510,45,1084.221,1084.557,ah,Transcript
1511,45,1086.201,1086.365,mmm,Transcript
1512,45,1096.728,1097.616,do you wanna touch it,Transcript
1513,45,1098.668,1100.82,there you go nope you dont want it,Transcript
1514,45,1102.077,1104.559,you dont want it anymore you dont want it,Transcript
1515,45,1106.919,1108.555,what what shall we do,Transcript
1516,45,1109.922,1111.192,what what,Transcript
1517,45,1113.1,1113.788,what should we do,Transcript
1518,45,1120.486,1120.745,what,Transcript
1519,45,1124.869,1125.71,should we get the ball,Transcript
1520,45,1127.924,1128.753,should we get the ball,Transcript
1521,45,1148.649,1150.132,can you give me kisses,Transcript
1522,45,1151.232,1152.103,are you giving me kisses,Transcript
1523,45,1180.313,1181.689,i get it your turn,Transcript
1524,45,1192.296,1193.919,wooah whered it go,Transcript
1525,45,910.613,912.413,(voc)*,Child_Voc
1526,45,927.004,928.44,(voc)*,Child_Voc
1527,45,929.165,929.865,(voc)*,Child_Voc
1528,45,931.569,934.805,(voc)*,Child_Voc
1529,45,935.601,938.858,(voc)*,Child_Voc
1530,45,939.888,940.954,(voc)*,Child_Voc
1531,45,954.597,955.156,(voc)*,Child_Voc
1532,45,958.847,959.352,(voc)*,Child_Voc
1533,45,962.188,962.641,(voc)*,Child_Voc
1534,45,964.034,964.528,(voc)*,Child_Voc
1535,45,975.727,975.968,(voc)*,Child_Voc
1536,45,978.196,978.743,(voc)*,Child_Voc
1537,45,988.368,989.738,(voc)*,Child_Voc
1538,45,999.816,1000.028,(voc)*,Child_Voc
1539,45,1014.697,1025.158,(voc)*,Child_Voc
1540,45,1040.132,1040.497,(voc)*,Child_Voc
1541,45,1041.426,1041.643,(voc)*,Child_Voc
1542,45,1045.287,1046.275,(voc)*,Child_Voc
1543,45,1055.576,1055.947,(voc)*,Child_Voc
1544,45,1065.14,1065.951,(voc)*,Child_Voc
1545,45,1087.991,1088.503,(voc)*,Child_Voc
1546,45,1108.987,1109.381,(voc)*,Child_Voc
1547,45,1119.055,1119.332,(voc)*,Child_Voc
1548,45,1119.781,1120.122,(voc)*,Child_Voc
1549,45,1130.412,1136.33,(voc)*,Child_Voc
1550,45,1137.352,1146.999,(voc)*,Child_Voc
1551,45,1150.433,1150.868,(voc)*,Child_Voc
1552,45,1155.254,1155.831,(voc)*,Child_Voc
1553,45,1157.761,1164.508,(voc)*,Child_Voc
1554,45,1166.288,1173.965,(voc)*,Child_Voc
1555,45,1184.072,1185.801,(voc)*,Child_Voc
1556,45,1186.938,1189.579,(voc)*,Child_Voc
1557,45,1194.491,1197.679,(voc)*,Child_Voc
1558,45,599.983,618.483,toy,inf_touch
1559,45,619.803,659.783,toy,inf_touch
1560,45,666.903,667.883,caregiver,inf_touch
1561,45,671.653,692.083,caregiver,inf_touch
1562,45,693.233,694.293,caregiver,inf_touch
1563,45,694.533,694.893,caregiver,inf_touch
1564,45,714.313,730.163,toy,inf_touch
1565,45,731.963,741.553,toy,inf_touch
1566,45,747.168,747.738,toy,inf_touch
1567,45,748.353,750.803,toy,inf_touch
1568,45,751.818,751.958,toy,inf_touch
1569,45,752.298,752.478,toy,inf_touch
1570,45,752.588,752.768,toy,inf_touch
1571,45,755.478,758.428,toy,inf_touch
1572,45,759.343,760.443,toy,inf_touch
1573,45,762.303,762.943,caregiver,inf_touch
1574,45,767.613,768.503,caregiver,inf_touch
1575,45,770.128,772.91,caregiver,inf_touch
1576,45,772.928,774.778,toy,inf_touch
1577,45,778.893,779.923,toy,inf_touch
1578,45,779.923,783.073,caregiver,inf_touch
1579,45,783.078,786.868,toy,inf_touch
1580,45,787.843,788.903,caregiver,inf_touch
1581,45,788.903,790.123,toy,inf_touch
1582,45,790.123,790.353,caregiver,inf_touch
1583,45,790.408,791.168,caregiver,inf_touch
1584,45,793.703,795.593,caregiver,inf_touch
1585,45,795.598,799.088,toy,inf_touch
1586,45,800.303,818.863,caregiver,inf_touch
1587,45,819.913,820.643,caregiver,inf_touch
1588,45,821.528,822.928,caregiver,inf_touch
1589,45,824.158,828.518,caregiver,inf_touch
1590,45,854.998,857.273,toy,inf_touch
1591,45,857.273,857.853,caregiver,inf_touch
1592,45,857.853,860.178,toy,inf_touch
1593,45,860.178,860.583,caregiver,inf_touch
1594,45,860.583,866.033,toy,inf_touch
1595,45,866.848,873.848,toy,inf_touch
1596,45,874.078,878.298,toy,inf_touch
1597,45,879.178,879.788,caregiver,inf_touch
1598,45,883.023,884.013,toy,inf_touch
1599,45,887.518,891.568,caregiver,inf_touch
1600,45,892.223,929.093,caregiver,inf_touch
1601,45,929.403,943.41,caregiver,inf_touch
1602,45,943.41,944.003,toy,inf_touch
1603,45,944.003,961.663,caregiver,inf_touch
1604,45,970.863,974.903,caregiver,inf_touch
1605,45,983.333,989.493,caregiver,inf_touch
1606,45,997.513,999.333,caregiver,inf_touch
1607,45,1002.703,1002.883,caregiver,inf_touch
1608,45,1004.993,1012.363,caregiver,inf_touch
1609,45,1016.378,1025.218,caregiver,inf_touch
1610,45,1039.308,1044.968,caregiver,inf_touch
1611,45,1045.428,1057.988,caregiver,inf_touch
1612,45,1058.328,1059.978,caregiver,inf_touch
1613,45,1062.483,1066.573,toy,inf_touch
1614,45,1072.558,1073.518,toy,inf_touch
1615,45,1075.153,1075.273,toy,inf_touch
1616,45,1078.318,1080.688,toy,inf_touch
1617,45,1091.683,1098.013,caregiver,inf_touch
1618,45,1098.018,1099.278,toy,inf_touch
1619,45,1099.278,1102.358,caregiver,inf_touch
1620,45,1102.608,1153.588,caregiver,inf_touch
1621,45,1156.238,1158.148,caregiver,inf_touch
1622,45,1161.063,1161.753,caregiver,inf_touch
1623,45,1162.988,1172.578,toy,inf_touch
1624,45,1177.563,1178.833,toy,inf_touch
1625,45,1182.528,1185.338,toy,inf_touch
1626,45,1185.403,1189.523,toy,inf_touch
1627,45,1190.133,1190.873,toy,inf_touch
1628,45,1193.263,1193.533,toy,inf_touch
1629,45,1126.638,1128.298,toy,inf_point
1630,50,611.05,616.97,you see the water again dont you you see it you see it you want it again dont ya,Transcript
1631,50,621.26,626.25,yeah do you hear it is that lilly do you see baby lilly,Transcript
1632,50,627.22,629.69,theres baby lilly you like that,Transcript
1633,50,630.65,632.425,wheres peekaboo,Transcript
1634,50,635.94,643.105,peek a boo peek a boo there she is oh peek a boo,Transcript
1635,50,644.12,649.26,wheres the baby there she is you found the baby,Transcript
1636,50,655.79,656.71,peek a boo,Transcript
1637,50,659.15,661.3,did you find the baby,Transcript
1638,50,665.12,670.22,you see the baby theres a baby in there thats baby lilly,Transcript
1639,50,671.51,675,yeah isnt she cute thats a baby girl,Transcript
1640,50,677.425,683.495,yeah youd have fun playing with her shes a very nice baby,Transcript
1641,50,691.135,692.125,oooo,Transcript
1642,50,696.75,697.8,lets see,Transcript
1643,50,717.34,721.145,what else do we have in here oh a ball thats always fun,Transcript
1644,50,724.61,731.105,here we go ready lets see what this is i dont know what this is,Transcript
1645,50,734.97,735.99,interesting,Transcript
1646,50,740.56,751.07,oh whats the matter did you bonk your head did you bonk your head its ok come here ok its alright its alright look what i have look ,Transcript
1647,50,754.79,759.22,huh its pooh bear do you see pooh bear,Transcript
1648,50,760.59,761.79,ready wheres pooh bear,Transcript
1649,50,763.04,766.86,wheres pooh bear ready peek a boo,Transcript
1650,50,768.94,771.91,ready wheres pooh bear wheres pooh bear,Transcript
1651,50,773.22,776.555,peek a boo yeah,Transcript
1652,50,777.32,781.74,wheres pooh bear where is he can you find him huh,Transcript
1653,50,783.055,786.805,peek a boo there he is you found him,Transcript
1654,50,789.255,792.505,you found pooh bear hes in a honeypot,Transcript
1655,50,795.8,802.66,can you close him is that what youre trying to do here lets close him wheres pooh bear wheres pooh bear,Transcript
1656,50,804.32,805.23,peek a boo,Transcript
1657,50,814,818.29,oh very smart very good ready wheres pooh bear,Transcript
1658,50,819.75,822.735,peek a boo there he is,Transcript
1659,50,831.38,832.16,do you want that,Transcript
1660,50,834.29,840.33,nope ok i dont think this really does anything that special do you want to hold it,Transcript
1661,50,845.03,859.32,look at that there we go how bout a ball how bout the ball look look its a ball watch watch what mommy can do watch,Transcript
1662,50,860.54,861.26,ready,Transcript
1663,50,863.46,871.3,can you go get the ball you wanna go get it want the ball lets go get the ball here lets get the ball,Transcript
1664,50,873.53,876.8,here it comes oooo ,Transcript
1665,50,877.815,881.145,can lilly get the ball can you get it ready here it comes,Transcript
1666,50,881.66,885.35,oooooh ready here it comes,Transcript
1667,50,886.835,889.295,you got it good catch ,Transcript
1668,50,889.62,893.995,good catch you have the ball do you have a ball,Transcript
1669,50,909.72,917.825,can you get the ball ready here it comes here comes the ball uh oh,Transcript
1670,50,919.94,921.06,ready here it comes,Transcript
1671,50,922.38,926.45,whee oh good catch good catch ,Transcript
1672,50,935.54,938.67,ready here comes the ball,Transcript
1673,50,943.12,945.84,oh whered it go,Transcript
1674,50,947.48,950.195,whered it go can you get it can you get it,Transcript
1675,50,951.9,952.83,get the ball,Transcript
1676,50,968.492,972.14,you like the ball were going to have to find a ball at home arent we,Transcript
1677,50,973.752,974.33,yeah,Transcript
1678,50,976.63,979.812,ooooh where did it go whered it go,Transcript
1679,50,980.9,985.14,can you get the ball ready youre gonna get the ball wheee,Transcript
1680,50,989.7,990.51,get the ball,Transcript
1681,50,992.72,998.36,oh can you reach it can you reach it get the ball get the ball get the ball boom,Transcript
1682,50,1000.63,1001.212,get it,Transcript
1683,50,1002.33,1004.5,ready here comes the ball here comes the ball,Transcript
1684,50,1009.74,1012.822,can you get it can you get it,Transcript
1685,50,1017.96,1022.58,big girl big girl,Transcript
1686,50,1026.11,1029.68,do you wanna play with the water again or maybe the peek a boo mirror,Transcript
1687,50,1032,1033.842,lookie here remember that,Transcript
1688,50,1036.54,1039,can you get it there you go,Transcript
1689,50,1042.037,1046.877,theres baby lilly wheres lilly peek a boo,Transcript
1690,50,1049.08,1052.74,wheres lilly peek a boo,Transcript
1691,50,1068.5,1071.81,do you want somethin else lets see what we have here,Transcript
1692,50,1076.41,1078.62,this looks interesting,Transcript
1693,50,1081.441,1084.68,what is this it looks like a worm wanna play with the worm,Transcript
1694,50,1086.26,1087.536,wanna play with the worm,Transcript
1695,50,1106.69,1111.106,lets see you have silky and waffly bumpy,Transcript
1696,50,1116.68,1117.206,no,Transcript
1697,50,1118.94,1137.15,yeah thats not really my style either here you go this looks fun look this is all squishy you wanna hold the squishy ball this is a funny ball look its squishy huh its squishy do you wanna hold it wanna hold it,Transcript
1698,50,1137.98,1139.68,huh yeah,Transcript
1699,50,1143.1,1144.11,see the ball,Transcript
1700,50,1147.46,1152.34,you wanna hold it you cant hold it at that angle lets hold it like this,Transcript
1701,50,1154.25,1165.87,there wanna hold it do you wanna hold it here wanna hold it wanna hold it its a its a ball its a squishy ball look,Transcript
1702,50,1167.54,1169.47,look at that look,Transcript
1703,50,1171.09,1179.12,whats the matter huh there you go look its not a ball anymore its a bracelet,Transcript
1704,50,1180.67,1181.56,wheres the ball,Transcript
1705,50,1183.97,1188.27,there it is there it is,Transcript
1706,50,1190,1191.59,well that was fun ,Transcript
1707,50,1193.94,1194.88,that was fun,Transcript
1708,50,1201.47,1205.14,wanna see a star a star,Transcript
1709,50,1208.18,1209.015,wanna hold it,Transcript
1710,50,1213.37,1216.575,yeah not too excited about this star how bout the big star,Transcript
1711,50,619.74,621.17,(voc)*,Child_Voc
1712,50,655.2,655.77,(voc)*,Child_Voc
1713,50,658.41,659.38,(voc)*,Child_Voc
1714,50,669.8,670.5,(voc)*,Child_Voc
1715,50,670.64,671.17,(voc)*,Child_Voc
1716,50,676.41,677.52,(voc)*,Child_Voc
1717,50,688,690.71,(voc)*,Child_Voc
1718,50,739.31,739.96,(other)*,Child_Voc
1719,50,742.35,747.32,(other)*,Child_Voc
1720,50,918.02,919.15,(other)*,Child_Voc
1721,50,939.1,940.15,(other)*,Child_Voc
1722,50,1001.057,1002.06,(voc)*,Child_Voc
1723,50,1046.947,1047.46,(other)*,Child_Voc
1724,50,1063.99,1064.58,(voc)*,Child_Voc
1725,50,1111.861,1112.26,(other)*,Child_Voc
1726,50,1117.47,1118,(voc)*,Child_Voc
1727,50,1139.43,1139.97,(other)*,Child_Voc
1728,50,1152.824,1153.5,(other)*,Child_Voc
1729,50,1168.03,1169.17,(voc)*,Child_Voc
1730,50,1171.15,1171.64,(voc)*,Child_Voc
1731,50,599.99,615.593,toy,inf_touch
1732,50,616.069,650.174,toy,inf_touch
1733,50,650.728,721.22,toy,inf_touch
1734,50,736.328,737.523,toy,inf_touch
1735,50,747.36,748.36,caregiver,inf_touch
1736,50,758.473,761.476,toy,inf_touch
1737,50,780.507,797.616,toy,inf_touch
1738,50,806.02,806.427,caregiver,inf_touch
1739,50,806.921,815.662,toy,inf_touch
1740,50,821.602,829.209,toy,inf_touch
1741,50,830.542,830.832,toy,inf_touch
1742,50,878.007,879.255,toy,inf_touch
1743,50,881.998,882.463,toy,inf_touch
1744,50,886.418,907.453,toy,inf_touch
1745,50,908.244,909.011,toy,inf_touch
1746,50,915.146,915.495,toy,inf_touch
1747,50,922.765,923.055,toy,inf_touch
1748,50,923.282,932.93,toy,inf_touch
1749,50,955.025,966.662,toy,inf_touch
1750,50,968.441,970.104,toy,inf_touch
1751,50,971.722,972.5,toy,inf_touch
1752,50,973.918,974.965,toy,inf_touch
1753,50,987.528,990.593,toy,inf_touch
1754,50,990.975,991.196,toy,inf_touch
1755,50,998.142,998.351,caregiver,inf_touch
1756,50,1002.339,1008.523,toy,inf_touch
1757,50,1014.312,1019.906,toy,inf_touch
1758,50,1030.997,1031.521,toy,inf_touch
1759,50,1034.283,1035.29,toy,inf_touch
1760,50,1042.158,1060.127,toy,inf_touch
1761,50,1060.822,1061.601,toy,inf_touch
1762,50,1063.779,1064.22,toy,inf_touch
1763,50,1069.423,1069.888,toy,inf_touch
1764,50,1078.72,1080.453,caregiver,inf_touch
1765,50,1086.056,1120.162,toy,inf_touch
1766,50,1121,1121.72,toy,inf_touch
1767,50,1136.107,1147.86,toy,inf_touch
1768,50,1151.529,1153.534,toy,inf_touch
1769,50,1161.132,1162.093,toy,inf_touch
1770,50,1164.186,1165.54,toy,inf_touch
1771,50,1167.86,1168.418,caregiver,inf_touch
1772,50,1168.854,1169.697,toy,inf_touch
1773,50,1170.813,1171.558,caregiver,inf_touch
1774,50,1178.303,1186.223,caregiver,inf_touch
1775,50,1186.223,1187.604,toy,inf_touch
1776,50,1194.507,1195.763,caregiver,inf_touch
1777,50,1197.783,1200,caregiver,inf_touch
1778,51,599.976,601.164,moo cow,Transcript
1779,51,602.19,603.299,moo cow,Transcript
1780,51,604.635,605.455,moo cow,Transcript
1781,51,607.834,608.801,moo cow,Transcript
1782,51,608.801,611.541,,Transcript
1783,51,623.7,626.602,wheres the cow peekaboo,Transcript
1784,51,628.364,628.911,wheres the cow,Transcript
1785,51,631.84,632.583,peekaboo,Transcript
1786,51,634.745,638.182,wheres the cow peekaboo,Transcript
1787,51,655.81,656.323,moo,Transcript
1788,51,668.965,672.94,tiger you see tiger  do you see tiger,Transcript
1789,51,680.404,683.023,yaay,Transcript
1790,51,684.134,686.247,yaay,Transcript
1791,51,691.455,695.012,butterfly butterfly,Transcript
1792,51,696.959,700.455,butteffly butterfly,Transcript
1793,51,710.963,712.379,butterfly,Transcript
1794,51,715.703,716.858,butterfly,Transcript
1795,51,726.091,730.264,wheres the cow wheres the cow wheres the cow,Transcript
1796,51,739.914,740.551,wheres the cow,Transcript
1797,51,759.202,762.782,moo cow moo cow,Transcript
1798,51,765.684,767.041,moooo,Transcript
1799,51,780.958,781.415,bah bah,Transcript
1800,51,782.8,790.278,gonna eat you gonna eat you gonna eat you gonna eat you,Transcript
1801,51,795.468,796.658,ooh but theres his tongue,Transcript
1802,51,806.492,809.805,wheres the cow wheres the cow moo,Transcript
1803,51,836.563,837.581,square,Transcript
1804,51,839.711,841.175,blue and yellow,Transcript
1805,51,847.039,848.694,oh youre gonna eat everything,Transcript
1806,51,861.256,864,look at those look at those together,Transcript
1807,51,880.433,881.492,huuuuh,Transcript
1808,51,889.975,894.046,flower flower,Transcript
1809,51,897.844,899.386,pretty flower,Transcript
1810,51,901.526,902.412,bumble bee,Transcript
1811,51,905.12,908.416,pretty flower ladybug,Transcript
1812,51,912.034,913.626,huuuh wheres the go,Transcript
1813,51,917.987,920.283,bumblebee look,Transcript
1814,51,952.891,954.48,pretty colors,Transcript
1815,51,956.364,958.235,pretty colors,Transcript
1816,51,962.455,964.205,pretty colors,Transcript
1817,51,1000.699,1003.566,block pretty block pretty block,Transcript
1818,51,1006.899,1008.602,look at the pretty blocks,Transcript
1819,51,1012.837,1015.796,hello you want a little love,Transcript
1820,51,1030.116,1030.91,dahdah,Transcript
1821,51,1039.295,1041.507,huh ball ball,Transcript
1822,51,1042.71,1045.358,look at the ball ball,Transcript
1823,51,1048.266,1048.644,ball,Transcript
1824,51,1053.991,1054.849,ball,Transcript
1825,51,1060.333,1061.395,ball,Transcript
1826,51,1081.657,1084.785,yaay yay,Transcript
1827,51,1085.603,1086.452,ball,Transcript
1828,51,1090.925,1091.801,ball,Transcript
1829,51,1108.585,1111.39,yaay,Transcript
1830,51,1122.981,1123.644,ball,Transcript
1831,51,1130.758,1131.468,wheres the ball,Transcript
1832,51,1133.048,1134.835,wheres the ball ball,Transcript
1833,51,1136.781,1137.322,ball,Transcript
1834,51,1139.235,1139.871,wheres the ball,Transcript
1835,51,1141.944,1142.495,wheres the ball,Transcript
1836,51,1144.149,1144.659,wheres the ball,Transcript
1837,51,1146.948,1147.549,wheres the ball,Transcript
1838,51,1150.756,1152.488,ball wheres the ball,Transcript
1839,51,1166.024,1166.59,wheres the ball,Transcript
1840,51,1193.313,1195.025,yaaay,Transcript
1841,51,619.516,619.977,(other)*,Child_Voc
1842,51,643.851,644.088,(other)*,Child_Voc
1843,51,665.745,667.137,(voc)*,Child_Voc
1844,51,672.987,673.356,(voc)*,Child_Voc
1845,51,681.423,682.429,(voc)*,Child_Voc
1846,51,683.463,683.951,(voc)*,Child_Voc
1847,51,684.55,684.747,(voc)*,Child_Voc
1848,51,685.734,685.966,(voc)*,Child_Voc
1849,51,686.397,688.242,(voc)*,Child_Voc
1850,51,688.935,690.025,(voc)*,Child_Voc
1851,51,701.733,704.822,(voc)*,Child_Voc
1852,51,706.022,709.26,(voc)*,Child_Voc
1853,51,710.168,711.162,(voc)*,Child_Voc
1854,51,717.988,722.613,(voc)*,Child_Voc
1855,51,731.329,731.591,(voc)*,Child_Voc
1856,51,732.755,733.38,(voc)*,Child_Voc
1857,51,742.38,743.511,(other)*,Child_Voc
1858,51,745.809,746.184,(other)*,Child_Voc
1859,51,775.961,776.998,(voc)*,Child_Voc
1860,51,777.005,778.983,(other)*,Child_Voc
1861,51,783.685,784.122,(other)*,Child_Voc
1862,51,785.343,785.732,(voc)*,Child_Voc
1863,51,791.275,793.557,(other)*,Child_Voc
1864,51,811.533,813.736,(voc)*,Child_Voc
1865,51,814.696,814.958,(voc)*,Child_Voc
1866,51,816.167,819.107,(other)*,Child_Voc
1867,51,820.398,820.969,(voc)*,Child_Voc
1868,51,821.028,822.29,(other)*,Child_Voc
1869,51,825.208,825.892,(voc)*,Child_Voc
1870,51,828.499,828.957,(voc)*,Child_Voc
1871,51,833.391,833.665,(other)*,Child_Voc
1872,51,834.738,835.875,(voc)*,Child_Voc
1873,51,849.819,856.194,(voc)*,Child_Voc
1874,51,866.028,868.772,(other)*,Child_Voc
1875,51,921.625,922.068,(voc)*,Child_Voc
